state,state_abbreviation,organization_name,enrolled,total_state_ma_enrollment,market_share_in_state
New Jersey,NJ,"LIFE AT LOURDES, INC.",167,218519,0.001
New Jersey,NJ,"LUTHERAN SENIOR HEALTHCARE, INC.",146,218519,0.001
New Jersey,NJ,"SOUTH JERSEY HEALTHCARE LIFE, INC.",127,218519,0.001
New Jersey,NJ,"BRAVO HEALTH PENNSYLVANIA, INC.",124,218519,0.001
New Jersey,NJ,"ANTHEM INSURANCE COMPANIES, INC.",122,218519,0.001
New Jersey,NJ,"MANAGED HEALTH, INC.",90,218519,0.000
New Jersey,NJ,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,70,218519,0.000
New Jersey,NJ,"KEYSTONE HEALTH PLAN EAST, INC.",69,218519,0.000
New Jersey,NJ,QCC INSURANCE COMPANY,56,218519,0.000
New Jersey,NJ,HEALTH INSURANCE PLAN OF GREATER NEW YORK,27,218519,0.000
New Jersey,NJ,GROUP HEALTH INCORPORATED,25,218519,0.000
New Jersey,NJ,"HUMANA MEDICAL PLAN, INC.",17,218519,0.000
New Jersey,NJ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,13,218519,0.000
New Jersey,NJ,"AETNA HEALTH, INC, (PA)",11,218519,0.000
New Mexico,NM,"LOVELACE HEALTH SYSTEM, INC.",28090,107844,0.260
New Mexico,NM,PRESBYTERIAN HEALTH PLAN,24048,107844,0.223
New Mexico,NM,UNITEDHEALTHCARE INSURANCE COMPANY,14435,107844,0.134
New Mexico,NM,"PRESBYTERIAN INSURANCE COMPANY, INC.",13960,107844,0.129
New Mexico,NM,HUMANA INSURANCE COMPANY,9432,107844,0.087
New Mexico,NM,"HUMANA HEALTH PLAN, INC.",4290,107844,0.040
New Mexico,NM,HEALTH CARE SERVICE CORPORATION,4193,107844,0.039
New Mexico,NM,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC.",3868,107844,0.036
New Mexico,NM,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,3034,107844,0.028
New Mexico,NM,"MOLINA HEALTHCARE OF NEW MEXICO, INC.",915,107844,0.008
New Mexico,NM,AETNA LIFE INSURANCE COMPANY,770,107844,0.007
New Mexico,NM,"TOTAL COMMUNITY CARE, L.L.C.",354,107844,0.003
New Mexico,NM,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC,211,107844,0.002
New Mexico,NM,BLUE CROSS BLUE SHIELD OF MICHIGAN,151,107844,0.001
New Mexico,NM,"HIGHMARK, INC.",28,107844,0.000
New Mexico,NM,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,22,107844,0.000
New Mexico,NM,"KAISER FOUNDATION HP, INC.",16,107844,0.000
New Mexico,NM,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,14,107844,0.000
New Mexico,NM,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",13,107844,0.000
New York,NY,"EXCELLUS HEALTH PLAN, INC.",120364,1155578,0.104
New York,NY,"MANAGED HEALTH, INC.",116744,1155578,0.101
New York,NY,HEALTH INSURANCE PLAN OF GREATER NEW YORK,111453,1155578,0.096
New York,NY,"MVP HEALTH PLAN, INC.",77157,1155578,0.067
New York,NY,"OXFORD HEALTH PLANS (NY), INC.",71930,1155578,0.062
New York,NY,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,71374,1155578,0.062
New York,NY,"INDEPENDENT HEALTH ASSOCIATION, INC.",71157,1155578,0.062
New York,NY,"EMPIRE HEALTHCHOICE HMO, INC.",68434,1155578,0.059
New York,NY,HEALTHNOW NEW YORK INC.,59914,1155578,0.052
New York,NY,"WELLCARE OF NEW YORK, INC.",48637,1155578,0.042
New York,NY,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",42454,1155578,0.037
New York,NY,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.",34930,1155578,0.030
New York,NY,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,29386,1155578,0.025
New York,NY,"UNITEDHEALTHCARE OF NEW YORK, INC.",29344,1155578,0.025
New York,NY,GROUP HEALTH INCORPORATED,25932,1155578,0.022
New York,NY,AETNA LIFE INSURANCE COMPANY,24595,1155578,0.021
New York,NY,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.",18667,1155578,0.016
New York,NY,VNS CHOICE,15802,1155578,0.014
New York,NY,"AETNA HEALTH, INC. (NY)",14921,1155578,0.013
New York,NY,"TOUCHSTONE HEALTH HMO, INC.",13518,1155578,0.012
New York,NY,"ELDERPLAN, INC.",12824,1155578,0.011
New York,NY,UNITEDHEALTHCARE INSURANCE COMPANY,12746,1155578,0.011
New York,NY,"AMERIGROUP NEW YORK, LLC",9790,1155578,0.008
New York,NY,HUMANA INSURANCE COMPANY OF NEW YORK,9520,1155578,0.008
New York,NY,"METROPLUS HEALTH PLAN, INC.",7906,1155578,0.007
New York,NY,"CDPHP UNIVERSAL BENEFITS, INC.",6709,1155578,0.006
New York,NY,"LIBERTY HEALTH ADVANTAGE, INC.",4695,1155578,0.004
New York,NY,"AFFINITY HEALTH PLAN, INC.",3936,1155578,0.003
New York,NY,"CENTERLIGHT HEALTHCARE, INC.",3862,1155578,0.003
New York,NY,NY HOTEL TRADES COUNCIL & HOTEL ASSOCIATION OF NYC,3680,1155578,0.003
New York,NY,CUATRO LLC,3240,1155578,0.003
New York,NY,INDEPENDENT HEALTH BENEFITS CORPORATION,2002,1155578,0.002
New York,NY,"CATHOLIC SPECIAL NEEDS PLAN, LLC",1358,1155578,0.001
New York,NY,"HUMANA HEALTH COMPANY OF NEW YORK, INC.",1331,1155578,0.001
New York,NY,"ANTHEM INSURANCE COMPANIES, INC.",793,1155578,0.001
New York,NY,"ATLANTIS HEALTH PLAN, INC.",775,1155578,0.001
New York,NY,"GUILDNET, INC.",608,1155578,0.001
New York,NY,"INDEPENDENT LIVING FOR SENIORS, INC.",462,1155578,0.000
New York,NY,INDEPENDENT LIVING SRVCS OF CENTRAL NY,456,1155578,0.000
New York,NY,"HIGHMARK, INC.",386,1155578,0.000
New York,NY,"QUALITY HEALTH PLANS OF NEW YORK, INC.",277,1155578,0.000
New York,NY,"CATHOLIC MANAGED LONG TERM CARE, INC.",267,1155578,0.000
New York,NY,"ALPHACARE OF NEW YORK, INC.",225,1155578,0.000
New York,NY,"HUMANA MEDICAL PLAN, INC.",201,1155578,0.000
New York,NY,CATHOLIC HEALTH SYSTEM BUFFALO PACE,156,1155578,0.000
New York,NY,"MMM HEALTHCARE, INC.",126,1155578,0.000
New York,NY,"SENIOR CARE CONNECTION, INC.",125,1155578,0.000
New York,NY,"COMPLETE SENIOR CARE, INC.",93,1155578,0.000
New York,NY,"TOTAL SENIOR CARE, INC.",84,1155578,0.000
New York,NY,HUMANA INSURANCE COMPANY,71,1155578,0.000
New York,NY,"PHYSICIANS UNITED PLAN, INC.",46,1155578,0.000
New York,NY,"MCS ADVANTAGE, INC.",31,1155578,0.000
New York,NY,BLUE CROSS BLUE SHIELD OF MICHIGAN,26,1155578,0.000
New York,NY,"KAISER FOUNDATION HP, INC.",17,1155578,0.000
New York,NY,"SENIOR WHOLE HEALTH OF NEW YORK, INC.",15,1155578,0.000
New York,NY,"AMERICAN HEALTH, INC.",15,1155578,0.000
New York,NY,"TRIPLE-S SALUD, INC.",11,1155578,0.000
North Carolina,NC,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,157450,477482,0.330
North Carolina,NC,HUMANA INSURANCE COMPANY,92870,477482,0.194
North Carolina,NC,UNITEDHEALTHCARE INSURANCE COMPANY,92866,477482,0.194
North Carolina,NC,"UNITEDHEALTHCARE OF NORTH CAROLINA, INC.",79877,477482,0.167
North Carolina,NC,"HUMANA MEDICAL PLAN, INC.",20682,477482,0.043
North Carolina,NC,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,12061,477482,0.025
North Carolina,NC,AETNA LIFE INSURANCE COMPANY,5520,477482,0.012
North Carolina,NC,THE PYRAMID LIFE INSURANCE COMPANY,2960,477482,0.006
North Carolina,NC,FIRSTCAROLINACARE INSURANCE COMPANY,2392,477482,0.005
North Carolina,NC,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",2064,477482,0.004
North Carolina,NC,"HIGHMARK, INC.",1999,477482,0.004
North Carolina,NC,BLUE CROSS BLUE SHIELD OF MICHIGAN,1529,477482,0.003
North Carolina,NC,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,1318,477482,0.003
North Carolina,NC,"AETNA HEALTH, INC, (PA)",1303,477482,0.003
North Carolina,NC,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC.",1048,477482,0.002
North Carolina,NC,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",500,477482,0.001
North Carolina,NC,"LIFE ST. JOSEPH OF THE PINES, INC.",172,477482,0.000
North Carolina,NC,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,159,477482,0.000
North Carolina,NC,"PIEDMONT HEALTH SERVICES, INC.",111,477482,0.000
North Carolina,NC,ELDERHAUS INC.,110,477482,0.000
North Carolina,NC,"PACE OF GUILFORD AND ROCKINGHAM COUNTIES, INC.",106,477482,0.000
North Carolina,NC,CAROLINA SENIORCARE,90,477482,0.000
North Carolina,NC,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,78,477482,0.000
North Carolina,NC,"PACE @ HOME, INC.",63,477482,0.000
North Carolina,NC,"PACE OF THE SOUTHERN PIEDMONT, INC.",31,477482,0.000
North Carolina,NC,AULTCARE INSURANCE COMPANY,30,477482,0.000
North Carolina,NC,"VOANS SENIOR COMMUNITY CARE OF NORTH CAROLINA, INC",25,477482,0.000
North Carolina,NC,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",17,477482,0.000
North Carolina,NC,"MVP HEALTH PLAN, INC.",14,477482,0.000
North Carolina,NC,"ANTHEM INSURANCE COMPANIES, INC.",13,477482,0.000
North Carolina,NC,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,13,477482,0.000
North Carolina,NC,HEALTHNOW NEW YORK INC.,11,477482,0.000
North Dakota,ND,MEDICA INSURANCE COMPANY,12930,15527,0.833
North Dakota,ND,HUMANA INSURANCE COMPANY,1981,15527,0.128
North Dakota,ND,SANFORD HEART OF AMERICA HEALTH PLAN,338,15527,0.022
North Dakota,ND,MEDICA HEALTH PLANS,97,15527,0.006
North Dakota,ND,UNITEDHEALTHCARE INSURANCE COMPANY,93,15527,0.006
North Dakota,ND,NORTHLAND PACE PROGRAM,77,15527,0.005
North Dakota,ND,AETNA LIFE INSURANCE COMPANY,11,15527,0.001
Ohio,OH,HUMANA INSURANCE COMPANY,199300,797595,0.250
Ohio,OH,COMMUNITY INSURANCE COMPANY,130728,797595,0.164
Ohio,OH,AETNA LIFE INSURANCE COMPANY,122298,797595,0.153
Ohio,OH,"UNITEDHEALTHCARE OF OHIO, INC.",76871,797595,0.096
Ohio,OH,"MOUNT CARMEL HEALTH PLAN, INC.",45479,797595,0.057
Ohio,OH,"ANTHEM INSURANCE COMPANIES, INC.",45033,797595,0.056
Ohio,OH,SUMMACARE INC.,32078,797595,0.040
Ohio,OH,"AETNA HEALTH, INC. (PA)",24837,797595,0.031
Ohio,OH,"HUMANA HEALTH PLAN OF OHIO, INC.",20217,797595,0.025
Ohio,OH,AULTCARE INSURANCE COMPANY,19434,797595,0.024
Ohio,OH,HEALTHSPAN INTEGRATED CARE,16495,797595,0.021
Ohio,OH,"PARAMOUNT CARE, INC.",12566,797595,0.016
Ohio,OH,UNITEDHEALTHCARE INSURANCE COMPANY,11675,797595,0.015
Ohio,OH,"HIGHMARK, INC.",9596,797595,0.012
Ohio,OH,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,8957,797595,0.011
Ohio,OH,HOMETOWN HEALTH PLAN,4564,797595,0.006
Ohio,OH,"WELLCARE OF OHIO, INC.",4397,797595,0.006
Ohio,OH,HEALTH PLAN OF THE UPPER OHIO VALLEY,3639,797595,0.005
Ohio,OH,BLUE CROSS BLUE SHIELD OF MICHIGAN,2025,797595,0.003
Ohio,OH,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",1270,797595,0.002
Ohio,OH,MOUNT CARMEL HEALTH INSURANCE COMPANY,1269,797595,0.002
Ohio,OH,CARESOURCE,1065,797595,0.001
Ohio,OH,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,920,797595,0.001
Ohio,OH,THP INSURANCE COMPANY,481,797595,0.001
Ohio,OH,"MOLINA HEALTHCARE OF OHIO, INC.",479,797595,0.001
Ohio,OH,HM HEALTH INSURANCE COMPANY,444,797595,0.001
Ohio,OH,"BETHESDA HOSPITAL, INC.",350,797595,0.000
Ohio,OH,"GATEWAY HEALTH PLAN OF OHIO, INC.",289,797595,0.000
Ohio,OH,MCGREGOR PACE,263,797595,0.000
Ohio,OH,THE PYRAMID LIFE INSURANCE COMPANY,149,797595,0.000
Ohio,OH,C AND O EMPLOYEES' HOSPITAL ASSOCIATION,120,797595,0.000
Ohio,OH,"HEALTHAMERICA PENNSYLVANIA, INC.",112,797595,0.000
Ohio,OH,"HEALTHASSURANCE PENNSYLVANIA, INC.",62,797595,0.000
Ohio,OH,WABASH MEMORIAL HOSPITAL ASSOCIATION,46,797595,0.000
Ohio,OH,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,35,797595,0.000
Ohio,OH,"KAISER FOUNDATION HP, INC.",21,797595,0.000
Ohio,OH,HEALTHNOW NEW YORK INC.,18,797595,0.000
Ohio,OH,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",13,797595,0.000
Oklahoma,OK,"UNITEDHEALTHCARE OF OKLAHOMA, INC.",32186,108016,0.298
Oklahoma,OK,"COMMUNITY CARE HMO, INC",28592,108016,0.265
Oklahoma,OK,HUMANA INSURANCE COMPANY,28064,108016,0.260
Oklahoma,OK,"TODAYS OPTIONS OF OKLAHOMA, INC.",5987,108016,0.055
Oklahoma,OK,UNITEDHEALTHCARE INSURANCE COMPANY,3985,108016,0.037
Oklahoma,OK,"AHS-TULSA OKLAHOMA HEALTH PLAN, INC.",3116,108016,0.029
Oklahoma,OK,AETNA LIFE INSURANCE COMPANY,1875,108016,0.017
Oklahoma,OK,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",1086,108016,0.010
Oklahoma,OK,"HUMANA REGIONAL HEALTH PLAN, INC.",469,108016,0.004
Oklahoma,OK,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,467,108016,0.004
Oklahoma,OK,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",438,108016,0.004
Oklahoma,OK,THE PYRAMID LIFE INSURANCE COMPANY,436,108016,0.004
Oklahoma,OK,HEALTH CARE SERVICE CORPORATION,383,108016,0.004
Oklahoma,OK,"GLOBALHEALTH, INC.",241,108016,0.002
Oklahoma,OK,"AETNA HEALTH, INC. (PA)",198,108016,0.002
Oklahoma,OK,"SELECTCARE OF OKLAHOMA, INC.",108,108016,0.001
Oklahoma,OK,CHEROKEE NATION COMPREHENSIVE CARE AGENCY,96,108016,0.001
Oklahoma,OK,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC,59,108016,0.001
Oklahoma,OK,"HIGHMARK, INC.",52,108016,0.000
Oklahoma,OK,"COVENTRY HEALTH CARE OF KANSAS, INC.",49,108016,0.000
Oklahoma,OK,BLUE CROSS BLUE SHIELD OF MICHIGAN,40,108016,0.000
Oklahoma,OK,"KAISER FOUNDATION HP, INC.",25,108016,0.000
Oklahoma,OK,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,22,108016,0.000
Oklahoma,OK,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,22,108016,0.000
Oklahoma,OK,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",20,108016,0.000
Oregon,OR,REGENCE BLUECROSS BLUESHIELD OF OREGON,54971,306835,0.179
Oregon,OR,KAISER FOUNDATION HP OF THE N W,49591,306835,0.162
Oregon,OR,PROVIDENCE HEALTH PLAN,41448,306835,0.135
Oregon,OR,HEALTH NET LIFE INSURANCE COMPANY,38492,306835,0.125
Oregon,OR,UNITEDHEALTHCARE INSURANCE COMPANY,20691,306835,0.067
Oregon,OR,"UNITEDHEALTHCARE OF OREGON, INC.",20207,306835,0.066
Oregon,OR,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",16961,306835,0.055
Oregon,OR,ATRIO HEALTH PLANS,13472,306835,0.044
Oregon,OR,HEALTH NET HEALTH PLAN OF OREGON,10175,306835,0.033
Oregon,OR,"HEALTH PLAN OF CAREOREGON, INC.",9654,306835,0.031
Oregon,OR,"MODA HEALTH PLAN, INC.",9570,306835,0.031
Oregon,OR,"SAMARITAN HEALTH PLANS, INC.",5070,306835,0.017
Oregon,OR,MID ROGUE INDEPENDENT PHYSICIAN ASSOCIATION,4002,306835,0.013
Oregon,OR,TRILLIUM COMMUNITY HEALTH PLAN,3478,306835,0.011
Oregon,OR,"FAMILYCARE HEALTH PLANS, INC.",2519,306835,0.008
Oregon,OR,"HUMANA MEDICAL PLAN, INC.",1870,306835,0.006
Oregon,OR,HUMANA INSURANCE COMPANY,1529,306835,0.005
Oregon,OR,PROVIDENCE HEALTH & SERVICES - OREGON,946,306835,0.003
Oregon,OR,AETNA LIFE INSURANCE COMPANY,691,306835,0.002
Oregon,OR,"HIGHMARK, INC.",465,306835,0.002
Oregon,OR,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,461,306835,0.002
Oregon,OR,"KAISER FOUNDATION HP, INC.",433,306835,0.001
Oregon,OR,BLUE CROSS BLUE SHIELD OF MICHIGAN,124,306835,0.000
Oregon,OR,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,15,306835,0.000
Pennsylvania,PA,"HIGHMARK, INC.",161888,978781,0.165
Pennsylvania,PA,"KEYSTONE HEALTH PLAN WEST, INC.",115285,978781,0.118
Pennsylvania,PA,"UPMC HEALTH PLAN, INC.",95486,978781,0.098
Pennsylvania,PA,"KEYSTONE HEALTH PLAN EAST, INC.",84769,978781,0.087
Pennsylvania,PA,"BRAVO HEALTH PENNSYLVANIA, INC.",71229,978781,0.073
Pennsylvania,PA,AETNA LIFE INSURANCE COMPANY,61169,978781,0.062
Pennsylvania,PA,"HEALTHASSURANCE PENNSYLVANIA, INC.",55103,978781,0.056
Pennsylvania,PA,"HEALTHAMERICA PENNSYLVANIA, INC.",53024,978781,0.054
Pennsylvania,PA,GEISINGER HEALTH PLAN,50470,978781,0.052
Pennsylvania,PA,"GATEWAY HEALTH PLAN, INC.",42154,978781,0.043
Pennsylvania,PA,"AETNA HEALTH, INC, (PA)",27777,978781,0.028
Pennsylvania,PA,GEISINGER INDEMNITY INSURANCE COMPANY,23321,978781,0.024
Pennsylvania,PA,HUMANA INSURANCE COMPANY,22565,978781,0.023
Pennsylvania,PA,UNITEDHEALTHCARE INSURANCE COMPANY,19300,978781,0.020
Pennsylvania,PA,CAPITAL ADVANTAGE INSURANCE COMPANY,17694,978781,0.018
Pennsylvania,PA,"UPMC FOR YOU, INC",16984,978781,0.017
Pennsylvania,PA,"KEYSTONE HEALTH PLAN CENTRAL, INC.",11800,978781,0.012
Pennsylvania,PA,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.",11129,978781,0.011
Pennsylvania,PA,"UPMC HEALTH NETWORK, INC.",11062,978781,0.011
Pennsylvania,PA,QCC INSURANCE COMPANY,6845,978781,0.007
Pennsylvania,PA,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,5395,978781,0.006
Pennsylvania,PA,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,4849,978781,0.005
Pennsylvania,PA,"HEALTH PARTNERS OF PHILADELPHIA, INC.",1559,978781,0.002
Pennsylvania,PA,"VISTA HEALTH PLAN, INC.",901,978781,0.001
Pennsylvania,PA,"HUMANA MEDICAL PLAN OF PENNSYLVANIA, INC.",742,978781,0.001
Pennsylvania,PA,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,719,978781,0.001
Pennsylvania,PA,BLUE CROSS BLUE SHIELD OF MICHIGAN,592,978781,0.001
Pennsylvania,PA,"PITTSBURGH CARE PARTNERSHIP, INC.",479,978781,0.000
Pennsylvania,PA,ST. AGNES CONTINUING CARE CENTER,462,978781,0.000
Pennsylvania,PA,LIVING INDEPENDENCE FOR THE ELDERLY,449,978781,0.000
Pennsylvania,PA,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,402,978781,0.000
Pennsylvania,PA,VIECARE BEAVER LLC DBA LIFE BEAVER COUNTY,370,978781,0.000
Pennsylvania,PA,"SENIORLIFE WASHINGTON, INC.",345,978781,0.000
Pennsylvania,PA,NEWCOURTLAND LIFE PROGRAM,305,978781,0.000
Pennsylvania,PA,COMMUNITY INSURANCE COMPANY,234,978781,0.000
Pennsylvania,PA,"LIFE ST. MARY, INC.",191,978781,0.000
Pennsylvania,PA,HEALTHNOW NEW YORK INC.,182,978781,0.000
Pennsylvania,PA,ALBRIGHT CARE SERVICES,172,978781,0.000
Pennsylvania,PA,GEISINGER COMMUNITY HEALTH SERVICES,166,978781,0.000
Pennsylvania,PA,"PENNSYLVANIA PACE, INC.",164,978781,0.000
Pennsylvania,PA,"SENIOR LIFE ALTOONA, INC.",114,978781,0.000
Pennsylvania,PA,PHI LIFE,109,978781,0.000
Pennsylvania,PA,"SENIOR LIFE YORK, INC.",104,978781,0.000
Pennsylvania,PA,"MVP HEALTH PLAN, INC.",98,978781,0.000
Pennsylvania,PA,VIECARE BUTLER LLC DBA LIFE BUTLER COUNTY,92,978781,0.000
Pennsylvania,PA,"SENIOR LIFE GREENSBURG, INC.",80,978781,0.000
Pennsylvania,PA,"LIFE LUTHERAN SERVICES, INC.",77,978781,0.000
Pennsylvania,PA,THE LUTHERAN HOME FOR THE AGED,60,978781,0.000
Pennsylvania,PA,HM HEALTH INSURANCE COMPANY,50,978781,0.000
Pennsylvania,PA,"AMERIHEALTH HMO, INC.",45,978781,0.000
Pennsylvania,PA,"MANAGED HEALTH, INC.",40,978781,0.000
Pennsylvania,PA,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",32,978781,0.000
Pennsylvania,PA,"EXCELLUS HEALTH PLAN, INC.",27,978781,0.000
Pennsylvania,PA,AULTCARE INSURANCE COMPANY,21,978781,0.000
Pennsylvania,PA,"MMM HEALTHCARE, INC.",21,978781,0.000
Pennsylvania,PA,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,16,978781,0.000
Pennsylvania,PA,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,14,978781,0.000
Pennsylvania,PA,"HUMANA MEDICAL PLAN, INC.",13,978781,0.000
Pennsylvania,PA,"BRAVO HEALTH MID-ATLANTIC, INC.",13,978781,0.000
Pennsylvania,PA,"AETNA HEALTH, INC. (NJ)",12,978781,0.000
Pennsylvania,PA,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,11,978781,0.000
Puerto Rico,PR,"MMM HEALTHCARE, INC.",165364,536234,0.308
Puerto Rico,PR,"MCS ADVANTAGE, INC.",156615,536234,0.292
Puerto Rico,PR,"TRIPLE-S SALUD, INC.",56981,536234,0.106
Puerto Rico,PR,"AMERICAN HEALTH, INC.",48692,536234,0.091
Puerto Rico,PR,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.",43134,536234,0.080
Puerto Rico,PR,"PREFERRED MEDICARE CHOICE, INC.",35678,536234,0.067
Puerto Rico,PR,"FIRST MEDICAL HEALTH PLAN, INC.",26610,536234,0.050
Puerto Rico,PR,"HUMANA INSURANCE OF PUERTO RICO, INC.",2326,536234,0.004
Puerto Rico,PR,"CONSTELLATION HEALTH, LLC.",809,536234,0.002
Puerto Rico,PR,"MANAGED HEALTH, INC.",13,536234,0.000
Puerto Rico,PR,"PHYSICIANS UNITED PLAN, INC.",12,536234,0.000
Rhode Island,RI,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,44039,70589,0.624
Rhode Island,RI,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",21842,70589,0.309
Rhode Island,RI,UNITEDHEALTHCARE INSURANCE COMPANY,4201,70589,0.060
Rhode Island,RI,PACE ORGANIZATION OF RHODE ISLAND,243,70589,0.003
Rhode Island,RI,AETNA LIFE INSURANCE COMPANY,235,70589,0.003
Rhode Island,RI,HUMANA INSURANCE COMPANY,29,70589,0.000
South Carolina,SC,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,79880,193959,0.412
South Carolina,SC,HUMANA INSURANCE COMPANY,39530,193959,0.204
South Carolina,SC,"HUMANA HEALTH PLAN, INC.",34546,193959,0.178
South Carolina,SC,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,11965,193959,0.062
South Carolina,SC,UNITEDHEALTHCARE INSURANCE COMPANY,6191,193959,0.032
South Carolina,SC,"CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.",5802,193959,0.030
South Carolina,SC,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",5165,193959,0.027
South Carolina,SC,AETNA LIFE INSURANCE COMPANY,3389,193959,0.017
South Carolina,SC,"WINDSOR HEALTH PLAN, INC.",3160,193959,0.016
South Carolina,SC,BLUE CROSS BLUE SHIELD OF MICHIGAN,1178,193959,0.006
South Carolina,SC,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",822,193959,0.004
South Carolina,SC,"HIGHMARK, INC.",698,193959,0.004
South Carolina,SC,THE PYRAMID LIFE INSURANCE COMPANY,567,193959,0.003
South Carolina,SC,"SELECT HEALTH OF SOUTH CAROLINA, INC.",417,193959,0.002
South Carolina,SC,PALMETTO HEALTH ALLIANCE,268,193959,0.001
South Carolina,SC,THE METHODIST OAKS,119,193959,0.001
South Carolina,SC,AULTCARE INSURANCE COMPANY,67,193959,0.000
South Carolina,SC,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,51,193959,0.000
South Carolina,SC,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",32,193959,0.000
South Carolina,SC,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,31,193959,0.000
South Carolina,SC,"MVP HEALTH PLAN, INC.",27,193959,0.000
South Carolina,SC,HEALTHNOW NEW YORK INC.,24,193959,0.000
South Carolina,SC,"EXCELLUS HEALTH PLAN, INC.",18,193959,0.000
South Carolina,SC,"ANTHEM INSURANCE COMPANIES, INC.",12,193959,0.000
South Dakota,SD,MEDICA INSURANCE COMPANY,14072,23032,0.611
South Dakota,SD,HUMANA INSURANCE COMPANY,6926,23032,0.301
South Dakota,SD,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,1715,23032,0.074
South Dakota,SD,UNITEDHEALTHCARE INSURANCE COMPANY,110,23032,0.005
South Dakota,SD,AETNA LIFE INSURANCE COMPANY,93,23032,0.004
South Dakota,SD,"KAISER FOUNDATION HP, INC.",69,23032,0.003
South Dakota,SD,BLUE CROSS BLUE SHIELD OF MICHIGAN,31,23032,0.001
South Dakota,SD,MEDICA HEALTH PLANS,16,23032,0.001
Tennessee,TN,CARITEN HEALTH PLAN INC.,100928,378813,0.266
Tennessee,TN,"HEALTHSPRING OF TENNESSEE, INC.",90031,378813,0.238
Tennessee,TN,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",71710,378813,0.189
Tennessee,TN,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",67408,378813,0.178
Tennessee,TN,HUMANA INSURANCE COMPANY,19376,378813,0.051
Tennessee,TN,"WINDSOR HEALTH PLAN, INC.",9082,378813,0.024
